iter	Logloss	Accuracy
883	0.1187742713	0.9691750574
884	0.1186894516	0.9691750574
885	0.118625218	0.969263381
886	0.1186252004	0.969263381
887	0.1186251876	0.969263381
888	0.1185470496	0.9693517046
889	0.1184253371	0.9693517046
890	0.1183978907	0.9694400283
891	0.1182544763	0.9694400283
892	0.1181578438	0.9695283519
893	0.1180311739	0.9695283519
894	0.1179593818	0.9693517046
895	0.1178067356	0.9693517046
896	0.1176281545	0.9694400283
897	0.1174753047	0.9694400283
898	0.1173498533	0.9694400283
899	0.1172533913	0.9694400283
900	0.1171238306	0.9697049991
901	0.1170786404	0.9697049991
902	0.1169597995	0.9694400283
903	0.116883197	0.9695283519
904	0.1168221052	0.9696166755
905	0.11678636	0.9697933227
906	0.1167475212	0.9698816464
907	0.1166885276	0.96996997
908	0.1165261426	0.9700582936
909	0.1164478067	0.96996997
910	0.1163300038	0.96996997
911	0.1162367896	0.9701466172
912	0.1161732757	0.9701466172
913	0.1161033151	0.9700582936
914	0.1160985925	0.9700582936
915	0.1159246573	0.9701466172
916	0.1158164972	0.9704999117
917	0.1157982362	0.9704115881
918	0.1157790186	0.9704115881
919	0.1155857266	0.9706765589
920	0.1154918028	0.9704999117
921	0.1153752557	0.9704999117
922	0.1152251309	0.9705882353
923	0.1150900138	0.9706765589
924	0.1148657289	0.9707648825
925	0.1147805593	0.9706765589
926	0.1145967998	0.9707648825
927	0.1144963746	0.9707648825
928	0.1144177176	0.9708532061
929	0.1142403153	0.9707648825
930	0.1142351172	0.9707648825
931	0.1141676658	0.9708532061
932	0.1141217233	0.971118177
933	0.1140807699	0.9712065006
934	0.1139563915	0.9712065006
935	0.1138223334	0.9713831479
936	0.1136318473	0.9713831479
937	0.1135058152	0.9712948242
938	0.1133739966	0.9712065006
939	0.1133132461	0.9713831479
940	0.1132444435	0.9713831479
941	0.113101565	0.9713831479
942	0.1130314308	0.9715597951
943	0.1130279849	0.9715597951
944	0.1128763836	0.9719130896
945	0.1127310441	0.9718247659
946	0.1126760446	0.9717364423
947	0.1125535569	0.9717364423
948	0.1124978899	0.9720014132
949	0.1123955864	0.9721780604
950	0.1122909637	0.9720897368
951	0.1120540375	0.9720897368
952	0.1119270037	0.9724430313
953	0.1118246174	0.9725313549
954	0.1116353535	0.9725313549
955	0.1114601853	0.9724430313
956	0.1112549404	0.9725313549
957	0.1111362901	0.9723547076
958	0.1110617345	0.9724430313
959	0.1107965595	0.9727963257
960	0.1107965254	0.9727963257
961	0.1106221746	0.9730612966
962	0.1104386711	0.9730612966
963	0.1103725548	0.9730612966
964	0.1102523385	0.9731496202
965	0.1101728808	0.9731496202
966	0.1099404891	0.9735029147
967	0.1099046413	0.9734145911
968	0.1097607539	0.9735029147
969	0.1096254474	0.9737678855
970	0.1095162785	0.9739445328
971	0.1094417645	0.9739445328
972	0.1092791327	0.9736795619
973	0.1092125132	0.9737678855
974	0.109117827	0.9738562092
975	0.1090820529	0.9738562092
976	0.1089145401	0.9739445328
977	0.1088076252	0.9739445328
978	0.1086005662	0.9736795619
979	0.1084654665	0.9736795619
980	0.1083696383	0.9737678855
981	0.1083247097	0.9737678855
982	0.108184069	0.9738562092
983	0.108089779	0.9738562092
984	0.1079431599	0.9737678855
985	0.1077891756	0.9738562092
986	0.1077321326	0.97412118
987	0.1075776853	0.9742095036
988	0.1074599642	0.9742978272
989	0.1074176727	0.9742095036
990	0.1072034453	0.9743861509
991	0.1069981643	0.9742978272
992	0.1069020197	0.9743861509
993	0.1067213771	0.9745627981
994	0.1066575118	0.9746511217
995	0.1065002564	0.9747394453
996	0.1064038421	0.9746511217
997	0.1063059147	0.9746511217
998	0.1060614386	0.975269387
999	0.1059989875	0.9749160926
